X,UV,Green,Red
1631,27,220,167
1632,37,214,140
1633,34,256,156
1634,48,241,124
1635,45,264,133
1636,43,305,145
1637,42,268,145
1638,42,292,129
1639,48,269,152
1640,31,236,158
1641,31,256,179
1642,35,268,169
1643,36,253,194
1644,29,288,182
1645,41,277,186
1646,44,299,168
1647,59,316,169
1648,65,324,136
1649,46,343,136
1650,47,356,144
1651,39,354,135
1652,27,372,155
1653,30,323,121
1654,37,293,133
1655,51,299,145
1656,52,311,136
1657,54,338,150
1658,72,321,131
1659,74,390,158
1660,53,404,129
1661,55,377,168
1662,44,404,160
1663,31,401,143
1664,37,409,129
1665,40,412,100
1666,35,403,123
1667,54,386,102
1668,58,337,125
1669,76,346,115
1670,76,333,118
1671,67,377,124
1672,52,393,135
1673,39,460,128
1674,37,495,136
1675,39,461,106
1676,45,470,131
1677,55,450,117
1678,57,459,111
1679,67,476,100
1680,73,405,124
1681,85,402,114
1682,63,398,121
1683,54,372,94
1684,48,366,110
1685,42,433,120
1686,52,492,107
1687,59,502,102
1688,46,491,126
1689,67,503,100
1690,63,468,113
1691,71,469,93
1692,77,435,111
1693,52,426,106
1694,47,437,100
1695,50,404,93
1696,44,364,104
1697,44,366,103
1698,35,401,95
1699,53,458,99
1700,51,475,103
1701,65,480,108
1702,69,500,90
1703,51,488,118
1704,47,446,75
1705,36,410,102
1706,38,410,102
1707,38,421,97
1708,37,433,80
1709,50,468,128
1710,42,422,92
1711,34,375,124
1712,32,380,91
1713,37,454,97
1714,30,472,121
1715,31,490,125
1716,24,512,109
1717,32,450,111
1718,29,423,133
1719,24,382,132
1720,22,368,121
1721,34,402,137
1722,34,395,123
1723,27,385,94
1724,16,353,139
1725,21,367,116
1726,20,390,133
1727,23,389,124
1728,29,430,138
1729,24,413,146
1730,13,415,150
1731,13,346,148
1732,27,381,156
1733,18,358,158
1734,28,352,170
1735,17,358,162
1736,29,347,143
1737,32,307,161
1738,22,316,126
1739,23,350,124
1740,10,392,143
1741,13,392,146
1742,9,393,154
1743,17,340,167
1744,18,349,171
1745,18,315,156
1746,17,337,167
1747,22,306,203
1748,25,299,170
1749,21,322,195
1750,21,308,175
1751,13,297,171
1752,8,304,181
1753,12,295,150
1754,16,330,155
1755,24,291,150
1756,28,270,174
1757,25,263,182
1758,25,263,162
1759,17,249,161
1760,20,266,174
1761,21,266,188
1762,18,256,191
1763,12,265,198
1764,12,294,202
1765,9,244,191
1766,29,260,173
1767,25,277,172
1768,30,251,183
1769,32,245,160
1770,32,235,152
1771,42,260,154
1772,30,205,162
1773,30,229,165
1774,21,229,154
1775,38,223,154
1776,38,213,183
1777,43,226,177
1778,34,234,174
1779,28,216,157
1780,66,211,175
1781,67,202,157
1782,68,230,170
1783,36,222,159
1784,42,194,140
1785,45,227,135
1786,75,203,140
1787,71,203,114
1788,38,206,141
1789,29,209,153
1790,40,201,162
1791,66,200,167
1792,66,164,158
1793,69,205,153
1794,42,207,159
1795,64,181,128
1796,66,232,144
1797,58,177,137
1798,39,229,114
1799,29,214,131
1800,67,198,135
1801,104,216,131
1802,128,181,100
1803,109,196,128
1804,119,188,128
1805,132,184,136
1806,120,183,140
1807,72,155,136
1808,43,207,138
1809,24,215,141
1810,56,205,134
1811,112,212,121
1812,130,211,115
1813,168,182,108
1814,215,224,89
1815,190,206,88
1816,117,193,105
1817,83,176,95
1818,35,188,92
1819,41,187,114
1820,67,198,99
1821,170,216,127
1822,396,205,121
1823,580,220,123
1824,473,226,126
1825,373,236,130
1826,288,188,126
1827,99,202,117
1828,40,197,87
1829,32,186,105
1830,55,191,103
1831,75,164,86
1832,90,193,107
1833,103,220,104
1834,90,216,108
1835,119,231,105
1836,83,239,103
1837,51,226,111
1838,42,220,130
1839,31,210,98
1840,37,170,95
1841,28,153,98
1842,31,170,113
1843,41,168,106
1844,33,195,91
1845,24,200,84
1846,44,206,89
1847,37,235,86
1848,30,230,114
1849,45,248,84
1850,37,218,101
1851,48,208,108
1852,29,167,88
1853,33,187,114
1854,36,176,106
1855,38,167,121
1856,48,180,99
1857,45,191,99
1858,41,182,91
1859,29,202,92
1860,36,217,82
1861,36,236,61
1862,23,217,94
1863,26,199,87
1864,26,171,94
1865,34,167,106
1866,41,146,92
1867,72,142,80
1868,47,124,102
1869,30,164,91
1870,40,173,119
1871,35,183,96
1872,38,194,95
1873,25,198,105
1874,34,188,92
1875,44,176,86
1876,41,161,79
1877,45,144,71
1878,46,126,81
1879,32,119,112
1880,38,126,107
1881,35,159,84
1882,25,156,83
1883,25,179,81
1884,36,195,85
1885,46,177,87
1886,32,181,83
1887,41,187,91
1888,36,149,91
1889,34,131,77
1890,34,130,79
1891,26,112,84
1892,34,122,88
1893,33,132,76
1894,35,149,93
1895,29,195,98
1896,38,164,92
1897,33,195,82
1898,36,210,103
1899,29,160,86
1900,36,152,98
1901,33,125,97
1902,32,134,75
1903,30,128,85
1904,45,121,77
1905,23,159,74
1906,38,145,98
1907,35,168,70
1908,27,173,73
1909,22,179,96
1910,37,180,89
1911,33,148,88
1912,32,125,82
1913,39,131,89
1914,30,117,70
1915,38,106,82
1916,29,128,80
1917,26,97,86
1918,22,163,87
1919,28,147,80
1920,30,177,87
1921,28,153,72
1922,29,155,78
1923,28,164,79
1924,24,166,82
1925,35,116,93
1926,18,114,93
1927,19,121,87
1928,25,124,86
1929,11,131,86
1930,33,148,78
1931,32,146,80
1932,19,168,70
1933,33,197,84
1934,26,180,87
1935,18,147,85
1936,23,132,72
1937,22,125,83
1938,35,116,95
1939,31,116,93
1940,36,112,85
1941,29,126,70
1942,23,128,72
1943,27,163,67
1944,32,177,75
1945,19,196,72
1946,29,180,73
1947,19,162,73
1948,27,149,78
1949,34,112,78
1950,24,135,90
1951,28,117,78
1952,42,113,73
1953,18,101,67
1954,26,159,91
1955,24,198,80
1956,22,181,66
1957,37,202,82
1958,24,177,76
1959,30,170,65
1960,20,140,74
1961,26,128,70
1962,27,168,65
1963,28,146,88
1964,32,140,64
1965,27,129,69
1966,31,142,80
1967,35,139,68
1968,28,198,83
1969,27,213,63
1970,21,243,70
1971,27,236,73
1972,15,226,54
1973,22,206,70
1974,39,202,73
1975,24,216,79
1976,29,273,58
1977,38,232,66
1978,35,191,58
1979,30,172,63
1980,25,197,58
1981,28,192,83
1982,17,187,61
1983,18,153,78
1984,20,131,77
1985,39,152,87
1986,35,130,68
1987,38,145,59
1988,25,126,63
1989,29,148,54
1990,30,160,79
1991,24,157,62
1992,29,172,64
1993,29,171,71
1994,29,149,77
1995,23,115,71
1996,38,111,73
1997,53,110,67
1998,35,110,62
1999,23,139,55
