scenario,step,id,pos_x,pos_y,vel_x,vel_y,spin,energy
2,4100,1,491.58878,508.45477,0.32966024,0.93800515,-1,1
2,4150,0,508.92413,491.76852,0.9257029,0.3638815,1,1
2,4150,1,491.76126,508.92096,0.3634439,0.9254541,-1,1
2,4200,0,509.38492,491.95535,0.91924435,0.37991658,1,1
2,4200,1,491.94794,509.3817,0.37947488,0.91900325,-1,1
2,4250,0,509.84323,492.14835,0.91438264,0.3914787,1,1
2,4250,1,492.14096,509.8398,0.39134485,0.914014,-1,1
2,4300,0,510.2988,492.34775,0.90908545,0.40363327,1,1
2,4300,1,492.3402,510.29504,0.4031673,0.9088638,-1,1
2,4350,0,510.7508,492.55515,0.8973293,0.4291541,1,1
2,4350,1,492.54736,510.74695,0.42868203,0.8971209,-1,1
2,4400,0,511.19513,492.7784,0.8844971,0.45504275,1,1
2,4400,1,492.77072,511.1912,0.45535192,0.88389796,-1,1
2,4450,0,511.63522,493.01016,0.8743487,0.47426125,1,1
2,4450,1,493.0026,511.63092,0.47534373,0.873316,-1,1
2,4500,0,512.0713,493.24918,0.869694,0.48274678,1,1
2,4500,1,493.2419,512.06647,0.48339334,0.8688877,-1,1
2,4550,0,512.50415,493.4932,0.86173755,0.49681646,1,1
2,4550,1,493.4862,512.4992,0.49701923,0.8611694,-1,1
2,4600,0,512.9303,493.74966,0.8405313,0.5319398,1,1
2,4600,1,493.7427,512.9251,0.53169864,0.8402209,-1,1
2,4650,0,513.34766,494.02042,0.8312964,0.54627126,1,1
2,4650,1,494.01334,513.3423,0.5462488,0.8308426,-1,1
2,4700,0,513.7619,494.29556,0.8237087,0.5576508,1,1
2,4700,1,494.28836,513.7564,0.55721056,0.8235339,-1,1
2,4750,0,514.16974,494.5801,0.81116146,0.57576174,1,1
2,4750,1,494.57263,514.16425,0.5750742,0.81116885,-1,1
2,4800,0,514.57275,494.87173,0.7981554,0.59366935,1,1
2,4800,1,494.86392,514.56726,0.59298235,0.798178,-1,1
2,4850,0,514.9676,495.17426,0.78522,0.6106881,1,1
2,4850,1,495.16626,514.9621,0.6105119,0.784861,-1,1
2,4900,0,515.3586,495.4814,0.7782087,0.6196007,1,1
2,4900,1,495.4732,515.3528,0.6193818,0.77788264,-1,1
2,4950,0,515.7427,495.79727,0.7562216,0.64627194,1,1
2,4950,1,495.7889,515.73676,0.646042,0.7559032,-1,1
2,5000,0,516.1128,496.12906,0.73301595,0.6725052,1,1
2,5000,1,496.1212,516.1068,0.67399263,0.7311186,-1,1
2,5050,0,516.4767,496.46823,0.7195949,0.68685335,1,1
2,5050,1,496.46094,516.46985,0.6879437,0.71801275,-1,1
2,5100,0,516.82935,496.81903,0.6881623,0.7183715,1,1
2,5100,1,496.81216,516.8217,0.71904653,0.6868921,-1,1
2,5150,0,517.16473,497.1865,0.66298014,0.7417029,1,1
2,5150,1,497.18002,517.15625,0.74293596,0.6610119,-1,1
2,5200,0,517.4923,497.5607,0.6448047,0.7575654,1,1
2,5200,1,497.5548,517.48303,0.75842863,0.64318645,-1,1
2,5250,0,517.80585,497.9468,0.6067432,0.7884102,1,1
2,5250,1,497.94122,517.7959,0.7888895,0.6054782,-1,1
2,5300,0,518.1052,498.34412,0.5960481,0.7965339,1,1
2,5300,1,498.33908,518.0941,0.797698,0.59383655,-1,1
2,5350,0,518.39984,498.74487,0.5793956,0.80873346,1,1
2,5350,1,498.7403,518.3878,0.8092735,0.5779697,-1,1
2,5400,0,518.68195,499.15436,0.55659074,0.8246076,1,1
2,5400,1,499.14984,518.6695,0.8247517,0.55567837,-1,1
2,5450,0,518.9566,499.56906,0.5389462,0.8362523,1,1
2,5450,1,499.5646,518.9438,0.8363771,0.5380308,-1,1
2,5500,0,519.2223,499.9893,0.5266143,0.8440762,1,1
2,5500,1,499.9853,519.209,0.8445876,0.5250556,-1,1
2,5550,0,519.4837,500.41257,0.5163551,0.8503931,1,1
2,5550,1,500.40875,519.46985,0.85086507,0.5148245,-1,1
2,5600,0,519.73486,500.84192,0.48520267,0.8685599,1,1
2,5600,1,500.83835,519.7202,0.8689763,0.48365572,-1,1
2,5650,0,519.9698,501.28036,0.46336222,0.8804181,1,1
2,5650,1,501.27698,519.95416,0.88079566,0.46180528,-1,1
2,5700,0,520.19946,501.72177,0.45328742,0.885649,1,1
2,5700,1,501.71854,520.1826,0.8859817,0.4517795,-1,1
2,5750,0,520.4205,502.1674,0.4352638,0.8946511,1,1
2,5750,1,502.16425,520.4029,0.8945357,0.43460813,-1,1
2,5800,0,520.63416,502.61658,0.41615775,0.9037023,1,1
2,5800,1,502.61334,520.6163,0.90357316,0.41550472,-1,1
2,5850,0,520.8325,503.07263,0.38109037,0.9190591,1,1
2,5850,1,503.0693,520.81445,0.91890484,0.38044283,-1,1
2,5900,0,521.0201,503.53323,0.36897296,0.9239932,1,1
2,5900,1,503.52982,521.00183,0.9247853,0.3659246,-1,1
2,5950,0,521.2018,503.99622,0.35530543,0.929337,1,1
2,5950,1,503.99283,521.183,0.92920023,0.35456952,-1,1
2,6000,0,521.3774,504.46188,0.34383935,0.93364215,1,1
2,6000,1,504.45847,521.35834,0.9334792,0.34315196,-1,1
3,0,0,512,480.01,0,1,1,1
3,0,1,460.01,512,1,0,-1,1
3,50,0,511.99872,480.5105,-0.0068099517,0.9999775,1,1
3,50,1,460.5105,511.99872,0.9999775,-0.0068099517,-1,1
3,100,0,511.98904,481.0109,-0.034733314,0.9994058,1,1
3,100,1,461.0109,511.98904,0.9994058,-0.034733314,-1,1
3,150,0,511.9695,481.50986,-0.04747267,0.9988839,1,1
3,150,1,461.50986,511.9695,0.9988839,-0.04747267,-1,1
3,200,0,511.9372,482.0088,-0.08513897,0.9963953,1,1
3,200,1,462.0088,511.9372,0.9963953,-0.08513897,-1,1
3,250,0,511.89255,482.50623,-0.09733829,0.9952795,1,1
3,250,1,462.50623,511.89255,0.9952795,-0.09733829,-1,1
3,300,0,511.8355,483.003,-0.13433827,0.99097824,1,1
3,300,1,463.003,511.8355,0.99097824,-0.13433827,-1,1
3,350,0,511.7663,483.49835,-0.14646767,0.9892601,1,1
3,350,1,463.49835,511.7663,0.9892601,-0.14646767,-1,1
3,400,0,511.6847,483.99164,-0.18321009,0.9831334,1,1
3,400,1,463.99164,511.6847,0.9831334,-0.18321009,-1,1
3,450,0,511.5907,484.48282,-0.19574007,0.9807177,1,1
3,450,1,464.48282,511.5907,0.9807177,-0.19574007,-1,1
3,500,0,511.48468,484.9714,-0.23164439,0.97287756,1,1
3,500,1,464.9714,511.48468,0.97287756,-0.23164439,-1,1
3,550,0,511.36575,485.45712,-0.24505806,0.96958905,1,1
3,550,1,465.45712,511.36575,0.96958905,-0.24505806,-1,1
3,600,0,511.23544,485.93985,-0.27956071,0.96022326,1,1
3,600,1,465.93985,511.23544,0.96022326,-0.27956071,-1,1
3,650,0,511.09122,486.41867,-0.29491788,0.9556233,1,1
3,650,1,466.41867,511.09122,0.9556233,-0.29491788,-1,1
3,700,0,510.93796,486.89447,-0.31367743,0.94963646,1,1
3,700,1,466.89447,510.93796,0.94963646,-0.31367743,-1,1
3,750,0,510.77896,487.36868,-0.32312995,0.9464632,1,1
3,750,1,467.36868,510.77896,0.9464632,-0.32312995,-1,1
3,800,0,510.61084,487.83966,-0.352548,0.93591464,1,1
3,800,1,467.83966,510.61084,0.93591464,-0.352548,-1,1
3,850,0,510.42737,488.30487,-0.37336075,0.9278181,1,1
3,850,1,468.30487,510.42737,0.9278181,-0.37336075,-1,1
3,900,0,510.23495,488.76648,-0.3994226,0.91690964,1,1
3,900,1,468.76648,510.23495,0.91690964,-0.3994226,-1,1
3,950,0,510.02686,489.2211,-0.42433447,0.9056632,1,1
3,950,1,469.2211,510.02686,0.9056632,-0.42433447,-1,1
3,1000,0,509.81262,489.6729,-0.43419945,0.90097696,1,1
3,1000,1,469.6729,509.81262,0.90097696,-0.43419945,-1,1
3,1050,0,509.58936,490.12042,-0.45512027,0.8906001,1,1
3,1050,1,470.12042,509.58936,0.8906001,-0.45512027,-1,1
3,1100,0,509.3585,490.56406,-0.47173992,0.8819141,1,1
3,1100,1,470.56406,509.3585,0.8819141,-0.47173992,-1,1
3,1150,0,509.11374,491.00012,-0.5098699,0.8604551,1,1
3,1150,1,471.00012,509.11374,0.8604551,-0.5098699,-1,1
3,1200,0,508.8578,491.42978,-0.5150579,0.85736006,1,1
3,1200,1,471.42978,508.8578,0.85736006,-0.5150579,-1,1
3,1250,0,508.59552,491.85565,-0.5369658,0.8438206,1,1
3,1250,1,471.85565,508.59552,0.8438206,-0.5369658,-1,1
3,1300,0,508.32138,492.2739,-0.5540289,0.8327253,1,1
3,1300,1,472.2739,508.32138,0.8327253,-0.5540289,-1,1
3,1350,0,508.03918,492.68683,-0.57733434,0.81675076,1,1
3,1350,1,472.68683,508.03918,0.81675076,-0.57733434,-1,1
3,1400,0,507.7473,493.0929,-0.58665794,0.81008357,1,1
3,1400,1,473.0929,507.7473,0.81008357,-0.58665794,-1,1
3,1450,0,507.45123,493.4958,-0.60094607,0.79954636,1,1
3,1450,1,473.4958,507.45123,0.79954636,-0.60094607,-1,1
3,1500,0,507.14294,493.8896,-0.6345792,0.77314776,1,1
3,1500,1,473.8896,507.14294,0.77314776,-0.6345792,-1,1
3,1550,0,506.8196,494.27112,-0.6510534,0.7593414,1,1
3,1550,1,474.27112,506.8196,0.7593414,-0.6510534,-1,1
3,1600,0,506.4899,494.64722,-0.6703933,0.74233234,1,1
3,1600,1,474.64722,506.4899,0.74233234,-0.6703933,-1,1
3,1650,0,506.146,495.01028,-0.7063136,0.70827734,1,1
3,1650,1,475.01028,506.146,0.70827734,-0.7063136,-1,1
3,1700,0,505.79193,495.36362,-0.71081144,0.70376426,1,1
3,1700,1,475.36362,505.79193,0.70376426,-0.71081144,-1,1
3,1750,0,505.4325,495.71133,-0.72938627,0.6845058,1,1
3,1750,1,475.71133,505.4325,0.6845058,-0.72938627,-1,1
3,1800,0,505.05975,496.0449,-0.7590469,0.65149474,1,1
3,1800,1,476.0449,505.05975,0.65149474,-0.7590469,-1,1
3,1850,0,504.67917,496.36926,-0.7651188,0.6443549,1,1
3,1850,1,476.36926,504.67917,0.6443549,-0.7651188,-1,1
3,1900,0,504.29184,496.6857,-0.7861259,0.61857045,1,1
3,1900,1,476.6857,504.29184,0.61857045,-0.7861259,-1,1
3,1950,0,503.891,496.9849,-0.81111914,0.5854524,1,1
3,1950,1,476.9849,503.891,0.5854524,-0.81111914,-1,1
3,2000,0,503.48428,497.27612,-0.817644,0.57630765,1,1
3,2000,1,477.27612,503.48428,0.57630765,-0.817644,-1,1
3,2050,0,503.0709,497.5576,-0.8377314,0.5467221,1,1
3,2050,1,477.5576,503.0709,0.5467221,-0.8377314,-1,1
3,2100,0,502.64926,497.82654,-0.84706336,0.5321598,1,1
3,2100,1,477.82654,502.64926,0.5321598,-0.84706336,-1,1
3,2150,0,502.22238,498.0874,-0.8579275,0.51447296,1,1
3,2150,1,478.0874,502.22238,0.51447296,-0.8579275,-1,1
3,2200,0,501.79205,498.34198,-0.8631163,0.50572205,1,1
3,2200,1,478.34198,501.79205,0.50572205,-0.8631163,-1,1
3,2250,0,501.35794,498.5904,-0.8751306,0.48464784,1,1
3,2250,1,478.5904,501.35794,0.48464784,-0.8751306,-1,1
3,2300,0,500.91507,498.82315,-0.89333296,0.45025548,1,1
3,2300,1,478.82315,500.91507,0.45025548,-0.89333296,-1,1
3,2350,0,500.46722,499.0455,-0.8986075,0.43963894,1,1
3,2350,1,479.0455,500.46722,0.43963894,-0.8986075,-1,1
3,2400,0,500.01633,499.26233,-0.9060605,0.4240748,1,1
3,2400,1,479.26233,500.01633,0.4240748,-0.9060605,-1,1
3,2450,0,499.56238,499.4722,-0.9112884,0.4127263,1,1
3,2450,1,479.4722,499.56238,0.4127263,-0.9112884,-1,1
3,2500,0,499.10797,499.66675,-0.91677356,0.37117523,1,1
3,2500,1,479.67102,499.10342,0.37943342,-0.92566055,-1,1
3,2550,0,498.64722,499.8465,-0.9238258,0.35327747,1,1
3,2550,1,479.8548,498.63818,0.36136124,-0.932872,-1,1
3,2600,0,498.18292,500.01694,-0.9330671,0.32811803,1,1
3,2600,1,480.02936,498.16928,0.3380727,-0.9415698,-1,1
3,2650,0,497.71597,500.1795,-0.9354218,0.321345,1,1
3,2650,1,480.19684,497.69778,0.33059567,-0.9442218,-1,1
3,2700,0,497.24637,500.33463,-0.94383776,0.29574084,1,1
3,2700,1,480.35632,497.22366,0.3037956,-0.9531912,-1,1
3,2750,0,496.77155,500.47366,-0.9516618,0.2695467,1,1
3,2750,1,480.49973,496.7442,0.27921364,-0.9606906,-1,1
3,2800,0,496.2944,500.60364,-0.9578005,0.24687243,1,1
3,2800,1,480.63412,496.2624,0.25487155,-0.96744055,-1,1
3,2850,0,495.81326,500.71796,-0.9645658,0.21900864,1,1
3,2850,1,480.75266,495.7765,0.22830321,-0.97406435,-1,1
3,2900,0,495.3301,500.82315,-0.9691057,0.19798025,1,1
3,2900,1,480.86206,495.2884,0.20559776,-0.97911453,-1,1
3,2950,0,494.84393,500.91302,-0.974666,0.16856132,1,1
3,2950,1,480.95596,494.79706,0.17825533,-0.9844711,-1,1
3,3000,0,494.35596,500.9933,-0.9778839,0.14879186,1,1
3,3000,1,481.04196,494.3042,0.16720872,-0.9864088,-1,1
3,3050,0,493.8662,501.06494,-0.9792047,0.13984817,1,1
3,3050,1,481.12158,493.8103,0.15358119,-0.98862493,-1,1
3,3100,0,493.37616,501.1312,-0.9816584,0.12146509,1,1
3,3100,1,481.1939,493.31537,0.1320447,-0.99173653,-1,1
3,3150,0,492.8842,501.18246,-0.9851026,0.08947434,1,1
3,3150,1,481.25067,492.81842,0.103662,-0.9951154,-1,1
3,3200,0,492.39133,501.2238,-0.98653924,0.071975864,1,1
3,3200,1,481.29813,492.32056,0.08249441,-0.9970983,-1,1
3,3250,0,491.8974,501.25052,-0.988376,0.03973328,1,1
3,3250,1,481.3303,491.8216,0.05346866,-0.9990873,-1,1
3,3300,0,491.403,501.26712,-0.9889178,0.022678822,1,1
3,3300,1,481.35275,491.32187,0.032727733,-0.9999864,-1,1
3,3350,0,490.90863,501.26932,-0.9891394,-0.010120265,1,1
3,3350,1,481.3601,490.82138,0.003968624,-1.0005254,-1,1
3,3400,0,490.41425,501.26108,-0.9888344,-0.02668624,1,1
3,3400,1,481.35788,490.3209,-0.016791716,-1.0003974,-1,1
3,3450,0,489.91986,501.23853,-0.9873892,-0.059959687,1,1
3,3450,1,481.3403,489.8204,-0.045542747,-0.9995129,-1,1
3,3500,0,489.42654,501.20544,-0.9862877,-0.07599638,1,1
3,3500,1,481.31332,489.32126,-0.066271655,-0.9983575,-1,1
3,3550,0,488.93423,501.15836,-0.9830239,-0.110592216,1,1
3,3550,1,481.27103,488.8229,-0.094944164,-0.99605143,-1,1
3,3600,0,488.4429,501.1003,-0.98122585,-0.12557024,1,1
3,3600,1,481.21936,488.32547,-0.11559084,-0.993872,-1,1
3,3650,0,487.9536,501.02856,-0.9760573,-0.16097365,1,1
3,3650,1,481.15253,487.82965,-0.14411463,-0.99015,-1,1
3,3700,0,487.46545,500.94666,-0.974872,-0.16800685,1,1
3,3700,1,481.07626,487.33536,-0.16462852,-0.9869516,-1,1
3,3750,0,486.97922,500.85663,-0.97005653,-0.19392595,1,1
3,3750,1,480.98468,486.8434,-0.19405304,-0.9816031,-1,1
3,3800,0,486.49454,500.7573,-0.9674039,-0.20676224,1,1
3,3800,1,480.8847,486.35312,-0.20948915,-0.97842807,-1,1
3,3850,0,486.01273,500.64545,-0.9588041,-0.24360885,1,1
3,3850,1,480.7715,485.8656,-0.23731719,-0.9720643,-1,1
3,3900,0,485.53397,500.52087,-0.9554743,-0.25636834,1,1
3,3900,1,480.6492,485.38065,-0.2555016,-0.96744794,-1,1
3,3950,0,485.0584,500.38492,-0.9455684,-0.29083228,1,1
3,3950,1,480.51227,484.89948,-0.2877177,-0.9583751,-1,1
3,4000,0,484.587,500.23505,-0.94076806,-0.3060191,1,1
3,4000,1,480.3652,484.4212,-0.30420718,-0.95327294,-1,1
3,4050,0,484.11902,500.07492,-0.9299173,-0.33759382,1,1
3,4050,1,480.204,483.94766,-0.33926737,-0.94138193,-1,1
3,4100,0,483.65628,499.90024,-0.9240467,-0.3533646,1,1
3,4100,1,480.03186,483.4781,-0.3531163,-0.9362779,-1,1
3,4150,0,483.1963,499.71832,-0.91446054,-0.37749913,1,1
3,4150,1,479.85202,483.01126,-0.36573383,-0.93142456,-1,1
3,4200,0,482.74216,499.52216,-0.9054454,-0.39866003,1,1
3,4200,1,479.6671,482.54636,-0.37698698,-0.9269292,-1,1
3,4250,0,482.29172,499.31778,-0.89467627,-0.42229095,1,1
3,4250,1,479.4711,482.0861,-0.41033876,-0.9126697,-1,1
3,4300,0,481.84866,499.09744,-0.88054913,-0.45104083,1,1
3,4300,1,479.26056,481.632,-0.4267475,-0.90512043,-1,1
3,4350,0,481.4096,498.86948,-0.87607396,-0.4596754,1,1
3,4350,1,479.04074,481.1826,-0.45571566,-0.89089936,-1,1
3,4400,0,480.9742,498.63474,-0.86419505,-0.48165068,1,1
3,4400,1,478.80884,480.73907,-0.46741986,-0.8848197,-1,1
3,4450,0,480.54486,498.38904,-0.85126185,-0.50417095,1,1
3,4450,1,478.57004,480.29938,-0.4909225,-0.8720076,-1,1
3,4500,0,480.1255,498.1268,-0.82433873,-0.54713184,1,1
3,4500,1,478.31528,479.86887,-0.5208452,-0.85449123,-1,1
3,4550,0,479.7196,497.8439,-0.8069985,-0.57242924,1,1
3,4550,1,478.05142,479.44366,-0.53762114,-0.8440422,-1,1
3,4600,0,479.3193,497.55325,-0.7919981,-0.5930215,1,1
3,4600,1,477.7791,479.02408,-0.5500138,-0.83602357,-1,1
3,4650,0,478.93002,497.24777,-0.76758397,-0.6243307,1,1
3,4650,1,477.50204,478.60724,-0.5600404,-0.82934266,-1,1
3,4700,0,478.54822,496.93335,-0.7601335,-0.63338375,1,1
3,4700,1,477.21536,478.1972,-0.5893333,-0.8088064,-1,1
3,4750,0,478.17026,496.61404,-0.74909776,-0.6464033,1,1
3,4750,1,476.9125,477.79886,-0.6123174,-0.7915675,-1,1
3,4800,0,477.8,496.28592,-0.7361313,-0.66114134,1,1
3,4800,1,476.60327,477.4055,-0.62744325,-0.7796378,-1,1
3,4850,0,477.43536,495.9514,-0.7221913,-0.6763485,1,1
3,4850,1,476.2816,477.0222,-0.6613301,-0.7511346,-1,1
3,4900,0,477.07632,495.61102,-0.711452,-0.6876405,1,1
3,4900,1,475.9484,476.64886,-0.6698965,-0.74350893,-1,1
3,4950,0,476.72336,495.26437,-0.70159733,-0.6976968,1,1
3,4950,1,475.61115,476.2791,-0.68152505,-0.7328687,-1,1
3,5000,0,476.37698,494.9109,-0.6857202,-0.7133165,1,1
3,5000,1,475.26425,475.91888,-0.7033445,-0.7119708,-1,1
3,5050,0,476.0367,494.55173,-0.6725913,-0.72571415,1,1
3,5050,1,474.91037,475.56497,-0.71174735,-0.7035735,-1,1
3,5100,0,475.70294,494.18658,-0.6628598,-0.7346167,1,1
3,5100,1,474.552,475.21585,-0.72447115,-0.69047034,-1,1
3,5150,0,475.3756,493.81564,-0.6499432,-0.7460746,1,1
3,5150,1,474.18402,474.87686,-0.74240535,-0.67116445,-1,1
3,5200,0,475.05444,493.43924,-0.6316656,-0.7616198,1,1
3,5200,1,473.81088,474.54346,-0.7494127,-0.66333354,-1,1
3,5250,0,474.742,493.05573,-0.6200036,-0.77114797,1,1
3,5250,1,473.43268,474.2158,-0.76560426,-0.64458865,-1,1
3,5300,0,474.43427,492.6684,-0.61057425,-0.7786377,1,1
3,5300,1,473.04315,473.9015,-0.78662163,-0.61879027,-1,1
3,5350,0,474.1348,492.27466,-0.5843586,-0.7985143,1,1
3,5350,1,472.64868,473.59375,-0.7930827,-0.61048985,-1,1
3,5400,0,473.85016,491.87006,-0.56305146,-0.8136945,1,1
3,5400,1,472.2475,473.29468,-0.81353277,-0.5829812,-1,1
3,5450,0,473.57193,491.46094,-0.5468749,-0.82465905,1,1
3,5450,1,471.83408,473.01266,-0.8337275,-0.5537501,-1,1
3,5500,0,473.30716,491.0431,-0.5094466,-0.84831524,1,1
3,5500,1,471.4162,472.73758,-0.8399928,-0.5442022,-1,1
3,5550,0,473.05646,490.61664,-0.4953746,-0.8566148,1,1
3,5550,1,470.9919,472.47232,-0.8589185,-0.513838,-1,1
3,5600,0,472.81174,490.1865,-0.48422402,-0.8629696,1,1
3,5600,1,470.5614,472.21732,-0.86515,-0.50327903,-1,1
3,5650,0,472.57346,489.75284,-0.47170544,-0.8698787,1,1
3,5650,1,470.12463,471.97287,-0.8810573,-0.4749066,-1,1
3,5700,0,472.34256,489.3153,-0.44871455,-0.8819664,1,1
3,5700,1,469.68338,471.73672,-0.88471204,-0.4680645,-1,1
3,5750,0,472.12778,488.86957,-0.41732398,-0.89726406,1,1
3,5750,1,469.238,471.50854,-0.89825165,-0.44154528,-1,1
3,5800,0,471.92178,488.41992,-0.4077002,-0.9016795,1,1
3,5800,1,468.7848,471.29663,-0.9106849,-0.41532868,-1,1
3,5850,0,471.722,487.96722,-0.38979724,-0.9095671,1,1
3,5850,1,468.32736,471.09354,-0.92029667,-0.39358714,-1,1
3,5900,0,471.52924,487.51157,-0.37725514,-0.9148429,1,1
3,5900,1,467.86432,470.9043,-0.92900527,-0.37259096,-1,1
3,5950,0,471.34872,487.05093,-0.341536,-0.9287856,1,1
3,5950,1,467.39835,470.72162,-0.9360088,-0.35464126,-1,1
3,6000,0,471.18204,486.5851,-0.32682985,-0.9340668,1,1
3,6000,1,466.92688,470.55362,-0.9484252,-0.32000682,-1,1
4,0,0,480,531.99,0,-1,1,1
4,0,1,511.99,480,-1,0,-1,1
4,50,0,480.00208,531.4895,0.012249716,-0.999927,1,1
4,50,1,511.4895,480.00208,-0.999927,0.012249716,-1,1
4,100,0,480.01666,530.989,0.048491724,-0.9988395,1,1
4,100,1,510.98956,480.01666,-0.9988395,0.048491724,-1,1
4,150,0,480.04312,530.4885,0.061222777,-0.9981422,1,1
4,150,1,510.4906,480.04312,-0.9981422,0.061222777,-1,1
4,200,0,480.0822,529.9907,0.09885151,-0.995135,1,1
4,200,1,509.9921,480.0822,-0.995135,0.09885151,-1,1
4,250,0,480.13367,529.4933,0.111034416,-0.99385154,1,1
4,250,1,509.49466,480.13367,-0.99385154,0.111034416,-1,1
4,300,0,480.19757,528.99725,0.14797191,-0.98904127,1,1
4,300,1,508.9988,480.19757,-0.98904127,0.14797191,-1,1
4,350,0,480.27368,528.50287,0.16007657,-0.9871565,1,1
4,350,1,508.5045,480.27368,-0.9871565,0.16007657,-1,1
4,400,0,480.36203,528.0106,0.19673142,-0.9805243,1,1
4,400,1,508.01245,480.36203,-0.9805243,0.19673142,-1,1
4,450,0,480.4631,527.5208,0.2097454,-0.9778257,1,1
4,450,1,507.52274,480.4631,-0.9778257,0.2097454,-1,1
4,500,0,480.57596,527.0337,0.24504936,-0.96959484,1,1
4,500,1,507.03564,480.57596,-0.96959484,0.24504936,-1,1
4,550,0,480.7021,526.5494,0.25891894,-0.9659874,1,1
4,550,1,506.55188,480.7021,-0.9659874,0.25891894,-1,1
4,600,0,480.8392,526.0685,0.2928058,-0.9562749,1,1
4,600,1,506.07108,480.8392,-0.9562749,0.2928058,-1,1
4,650,0,480.99033,525.5922,0.3086118,-0.9512969,1,1
4,650,1,505.59436,480.99033,-0.9512969,0.3086118,-1,1
4,700,0,481.14706,525.11694,0.3200908,-0.9474983,1,1
4,700,1,505.11945,481.14706,-0.9474983,0.3200908,-1,1
4,750,0,481.31067,524.6439,0.3327778,-0.94312,1,1
4,750,1,504.64688,481.31067,-0.94312,0.3327778,-1,1
4,800,0,481.4834,524.17487,0.36162037,-0.93245226,1,1
4,800,1,504.17758,481.4834,-0.93245226,0.36162037,-1,1
4,850,0,481.67148,523.7112,0.38287112,-0.92393965,1,1
4,850,1,503.71445,481.67178,-0.923649,0.38357332,-1,1
4,900,0,481.86853,523.2516,0.40836307,-0.9129683,1,1
4,900,1,503.25494,481.86905,-0.91286236,0.40860048,-1,1
4,950,0,482.08154,522.7988,0.4338134,-0.90116733,1,1
4,950,1,502.80276,482.0821,-0.9007208,0.43474147,-1,1
4,1000,0,482.30234,522.3502,0.4528662,-0.89175063,1,1
4,1000,1,502.3543,482.30347,-0.89128435,0.45378438,-1,1
4,1050,0,482.5379,521.9092,0.4841951,-0.875153,1,1
4,1050,1,501.91345,482.5394,-0.87417465,0.48596206,-1,1
4,1100,0,482.78293,521.4735,0.4992205,-0.866674,1,1
4,1100,1,501.47806,482.78516,-0.8659153,0.50053716,-1,1
4,1150,0,483.04056,521.045,0.52928364,-0.8486653,1,1
4,1150,1,501.04987,483.04327,-0.848586,0.5294103,-1,1
4,1200,0,483.30676,520.6214,0.5377698,-0.8433152,1,1
4,1200,1,500.6264,483.30954,-0.8432021,0.53794634,-1,1
4,1250,0,483.5821,520.204,0.5663392,-0.8244157,1,1
4,1250,1,500.209,483.585,-0.82429683,0.56651187,-1,1
4,1300,0,483.87366,519.79755,0.59041786,-0.8073639,1,1
4,1300,1,499.80283,483.8767,-0.80667937,0.591354,-1,1
4,1350,0,484.17175,519.39606,0.5997366,-0.8004686,1,1
4,1350,1,499.40134,484.17505,-0.800007,0.6003527,-1,1
4,1400,0,484.4761,518.9991,0.62054455,-0.7844574,1,1
4,1400,1,499.00482,484.47983,-0.783669,0.6215404,-1,1
4,1450,0,484.78793,518.60834,0.6301087,-0.77679884,1,1
4,1450,1,498.6144,484.79245,-0.77580893,0.6313275,-1,1
4,1500,0,485.1085,518.2245,0.6484291,-0.76158285,1,1
4,1500,1,498.2309,485.11346,-0.7612133,0.6488627,-1,1
4,1550,0,485.4352,517.84534,0.6568058,-0.75437254,1,1
4,1550,1,497.8526,485.44037,-0.7536169,0.6576725,-1,1
4,1600,0,485.7671,517.4713,0.6734301,-0.739577,1,1
4,1600,1,497.4788,485.7726,-0.7391394,0.67391014,-1,1
4,1650,0,486.1109,517.10785,0.6963982,-0.7180103,1,1
4,1650,1,497.11557,486.11658,-0.71841365,0.6959805,-1,1
4,1700,0,486.46054,516.7504,0.70298207,-0.7115667,1,1
4,1700,1,496.75815,486.46613,-0.71186864,0.702675,-1,1
4,1750,0,486.81656,516.39923,0.7234983,-0.6907093,1,1
4,1750,1,496.40665,486.82187,-0.69138134,0.72285444,-1,1
4,1800,0,487.1848,516.06085,0.7424606,-0.670303,1,1
4,1800,1,496.0676,487.18945,-0.6718077,0.7410966,-1,1
4,1850,0,487.55762,515.72766,0.7495582,-0.6623589,1,1
4,1850,1,495.73355,487.56177,-0.6638332,0.74825007,-1,1
4,1900,0,487.9371,515.402,0.7705343,-0.6378526,1,1
4,1900,1,495.40695,487.94055,-0.6397522,0.7689543,-1,1
4,1950,0,488.32547,515.08734,0.7810576,-0.6249308,1,1
4,1950,1,495.0906,488.3282,-0.62736267,0.7791014,-1,1
4,2000,0,488.71826,514.77826,0.78920966,-0.61460775,1,1
4,2000,1,494.7799,488.72018,-0.616947,0.7873779,-1,1
4,2050,0,489.11627,514.4757,0.8012334,-0.59885716,1,1
4,2050,1,494.4761,489.11746,-0.60123235,0.79944867,-1,1
4,2100,0,489.51923,514.1793,0.81261575,-0.5833258,1,1
4,2100,1,494.17856,489.51944,-0.585735,0.8108768,-1,1
4,2150,0,489.93042,513.8949,0.8280589,-0.56120604,1,1
4,2150,1,493.8927,489.92963,-0.564297,0.825951,-1,1
4,2200,0,490.34567,513.61566,0.83373004,-0.5527482,1,1
4,2200,1,493.61237,490.34372,-0.55578566,0.83170384,-1,1
