source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,x_true_equator,y_true_equator,dgm_sector
6050422860552380288,244.26573865407298,-22.97344343796267,14.921801,2.3066542,5261.467845991057,-399.6617815012265,Retrograde
6050451516579799552,244.59809743590478,-23.120485493624493,11.98023,2.2996924,4185.781391860686,179.85121858039864,Retrograde
6051229661573040768,248.65626037643165,-22.75465333399681,14.395596,2.2996154,-9306.923305727936,-516.4042808957885,Prograde
6242625258391412864,243.05848434198828,-22.8404526987499,13.527807,2.2249618,9235.285843156818,-1062.1671950443942,Retrograde
6051793951551607168,246.05904151257982,-22.695488386457974,14.966706,2.2063255,-720.2440675160248,-1125.5503998664763,Prograde
6242563479581577088,243.5546552199909,-23.017778987118735,14.916208,2.1940172,7622.422216780626,-348.7462448787411,Retrograde
6050982889931148416,247.01648952871295,-23.057282039385047,11.499655,2.1353898,-3829.2930191989803,321.64673057089567,Prograde
6050339057155593856,243.9043976641139,-23.401559596542064,13.987643,1.9941664,6528.453251811086,1084.7740429726173,Retrograde
6050422860561682560,244.25987490916816,-22.97705643945245,13.400252,1.9764482,5281.475252406136,-387.56368485112523,Retrograde
6051041232766639744,247.40084137533174,-22.779232816516807,13.5180235,1.9754748,-5147.557951932808,-619.6096706589491,Prograde
6050422860552808192,244.26161938123715,-22.977054381332465,14.799782,1.9165874,5275.700913191644,-387.3048510551906,Retrograde
6050343042885847296,244.45923557557344,-23.467198666931296,13.901431,1.869131,4702.888941081358,1405.5013021989475,Retrograde
6050422100345532800,244.27649315445854,-22.987299824734784,14.998152,1.829736,5228.169341176237,-348.19041823148024,Retrograde
6050422860561680896,244.26077880692392,-22.974499138326646,13.97054,1.7811733,5278.059411816798,-396.62224819686463,Retrograde
6050527004922640128,244.58199274347123,-22.714394897524738,14.309081,1.7712557,4171.749146431564,-1282.981163575201,Retrograde
6050468799525762560,244.34432173421922,-22.990295405177203,14.756291,1.7700278,5004.16141703313,-327.06601604432035,Retrograde
6050206772159097600,245.6951331018874,-23.425868886682103,14.388218,1.7644582,605.3598883010152,1445.4903217422027,Retrograde
6050943066993059456,246.43674457753733,-23.485002540892822,14.567078,1.7116104,-1839.4817247877495,1771.3276603629338,Prograde
6050422929272160512,244.2552485850082,-22.9658349955066,14.635058,1.7115611,5294.927132056537,-428.6240610220732,Retrograde
6050422860560544512,244.26191407380747,-22.97997705816748,14.830661,1.7000551,5275.210146033784,-376.7494065754184,Retrograde
6050516971874249344,244.31105004151624,-22.92266091574639,13.731084,1.6941292,5103.071842034893,-575.3695659820082,Retrograde
6050422860560309888,244.25482824757313,-22.976333003408723,14.962024,1.6926298,5298.059152085009,-390.9354941423076,Retrograde
6050422860560747136,244.26712505969263,-22.97307356739059,14.829369,1.6834173,5256.817675020882,-400.78031401871567,Retrograde
6050422860561689088,244.2600762003228,-22.973569335572833,14.189397,1.6577691,5280.23077978005,-400.0732148251398,Retrograde
6050422860552795136,244.2583760557616,-22.97628810887487,14.798002,1.6484804,5286.308878802132,-390.5554889778689,Retrograde
6050422860561687680,244.2635831039559,-22.97644209001255,12.816428,1.6273184,5269.099692756811,-389.20706391919623,Retrograde
6050414133186029312,244.07817221705105,-23.128329605069013,9.377014,1.6044849,5907.973575372109,128.7108986627848,Retrograde
6050242231408669312,244.9745257511978,-23.405785281636216,14.698932,1.6026441,2987.155489091341,1263.2895316757435,Retrograde
6051225091725760896,248.45726835277335,-22.82619479244156,8.929456,1.587709,-8636.420227906649,-289.4978382204531,Prograde
6050810090507143168,248.1386747653714,-23.27354039322521,12.156029,1.5747827,-7507.7351345953875,1270.6144632239673,Prograde
6050422104647402752,244.26329459955772,-22.986710088146616,13.063696,1.5479676,5271.757221273019,-352.3255334827807,Retrograde
6050422860560433152,244.26130994142105,-22.97151305057016,14.884817,1.4840348,5275.806273606793,-407.2796949017968,Retrograde
6051807278835339520,245.6424841542155,-22.58689721310973,12.69658,1.4761415,640.5056249300616,-1579.6372273733414,Retrograde
6050013910952341120,243.11312526396208,-23.53235749600644,13.175076,1.4251233,9169.160657556797,1434.3855256482586,Retrograde
6050422860560484352,244.26383720910002,-22.975275443551574,14.789962,1.4061242,5268.06518424563,-393.3637529859889,Retrograde
6051061195774928000,247.66657616273133,-22.79997173800926,13.089278,1.3648725,-6023.67005654443,-504.4732888364779,Prograde
6050482131104678144,244.98680724379537,-22.884854656110896,13.989032,1.3529643,2860.125825002216,-608.1959723609813,Retrograde
6050422860560392960,244.26800518105537,-22.972732221503136,13.227814,1.3401451,5253.847975449085,-401.87353397430013,Retrograde
6050422860552935808,244.2611322912065,-22.975331015639373,14.638509,1.3185068,5277.027360037545,-393.5767208144144,Retrograde
6051243508547630208,248.30760239164073,-22.61221155971293,13.019396,1.2714444,-8176.525594790591,-1081.8613717042,Prograde
6050422860560701440,244.2595215467751,-22.976500790583252,13.8634615,1.2712004,5282.552704228855,-389.61582665776564,Retrograde
6050422860560327168,244.2560829960392,-22.975592297771204,13.788578,1.2706069,5293.783259943462,-393.40770904551925,Retrograde
6242168170793024256,243.06629449487838,-23.47110464171739,14.290679,1.2633524,9314.008221232512,1206.962140712978,Retrograde
6050278102976704384,245.3915625167665,-23.032258673371413,13.16285,1.2320144,1544.8754959873431,-16.332396810492483,Retrograde
6050527554678457344,244.62899653497217,-22.678799159177053,14.245384,1.1684688,4010.2697166219396,-1403.816263592587,Retrograde
6050422860561681024,244.25978258293114,-22.976178479449185,14.348941,1.1466973,5281.63526037322,-390.73507682689547,Retrograde
6050422860552074496,244.26120012743988,-22.974912210788947,14.781676,1.1374955,5276.733384928338,-395.07246516553766,Retrograde
6050256971736476160,244.85707925461142,-23.317598405048855,14.633599,1.0963761,3361.2666987487714,928.2294540612195,Retrograde
6050422104646321536,244.26566549649297,-22.98444339024094,14.157039,1.0629162,5263.533972532877,-360.1151473509097,Retrograde
6050417947116656512,243.9393085845777,-23.09484777697667,12.813425,1.035866,6362.044041973298,-12.888630935429035,Retrograde
6050897643420225536,246.8276742895213,-23.471188444889915,14.473305,1.0145093,-3135.7038375530924,1781.312007663033,Prograde
